article,type,index,url,filename,status
"12506",main,,"https://flyshop.com.ua/content/images/38/providok-jst-gh-1.25-06-20sm-25246915763744_+6c89df5b0d.jpg","12506.jpg",OK
"3022",main,,"https://flyshop.com.ua/content/images/39/podovzhuvach-provodu-30-sm-jr-22awg-female-female-mama-mama-77865785272181_+292d79b5f0.jpg","3022.jpg",OK
"60F",main,,"https://flyshop.com.ua/content/images/41/roziem-konektor-chornyi-amasscover-xt60e-f-75139499475905_+df1f7645f9.png","60F.png",OK
"4155",main,,"https://flyshop.com.ua/content/images/6/40123539873466_+77c987e974.jpg","4155.jpg",OK
"20F22",main,,"https://flyshop.com.ua/content/images/7/podovzhuvach-provodu-20-sm-futaba-22awg-female-female-mama-mama-61399154153034_+ebf81d918b.png","20F22.png",OK
"13104",main,,"https://flyshop.com.ua/content/images/11/96951441368694_+84529a2a92.png","13104.png",OK
"9013",main,,"https://flyshop.com.ua/content/images/18/xt90-paralelnyi-roziem-1-female-to-3-male-34503968554616_+c60bc2ad4c.jpg","9013.jpg",OK
"9013",gallery,1,"https://flyshop.com.ua/content/images/18/xt90-paralelnyi-roziem-1-female-to-3-male-68606774380663_+061ff45b97.jpg","9013@1.jpg",OK
"9013",gallery,2,"https://flyshop.com.ua/content/images/18/xt90-paralelnyi-roziem-1-female-to-3-male-33764341783744_+c450d7d380.jpg","9013@2.jpg",OK
"9013",gallery,3,"https://flyshop.com.ua/content/images/18/xt90-paralelnyi-roziem-1-female-to-3-male-19491294727163_+1e128003bd.jpg","9013@3.jpg",OK
"22awg",main,,"https://flyshop.com.ua/content/images/25/provid-22-awg-chervonyi-95679064350919_+03224c011e.jpg","22awg.jpg",OK
"22awgyellow",main,,"https://flyshop.com.ua/content/images/26/59097857706773_+2064bd50ac.jpg","22awgyellow.jpg",OK
"22awgblack",main,,"https://flyshop.com.ua/content/images/27/copy_provid-22-awg-zhovtyi-89598669397747_+bf94711a80.jpg","22awgblack.jpg",OK
